soru,secenek1,secenek2,oy1,oy2,aciklama1,aciklama2
"Üni uygulamasında hangisini görmek istersiniz?","Taksi","Okul Klüpleri",0,0,"Taksi: Okul servisi yeterli olmadığından okulumuzdan Marmaray'a ve yurda ayrıca Marmaray'dan ve yurttan okulumuza çok ucuz miktarda oturarak öğrenci taşıma eylemi.","Okul Klüpleri: Okulumuzda aktif faaliyet gösteren klüplerin içerikleri ve etkinlikleri."
